Student_ID,University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you use University transportation?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,CGPA,Internships,Placed,Salary (INR LPA)
549,2021,Female,20,2020,BCSE,3,Yes,4,2,Online,Yes,No,2,Advance,98,Yes,No,Yes,Programming,5,Software,Single,No,Bachelor,Yes,No,32,20000,7.8,0,Yes,15.23
550,2020,Male,21,2019,BCSE,7,No,1,1,Offline,Yes,Yes,2,Intermediate,93,No,No,No,Web development,1,Software,Single,No,Family,No,No,77,40000,7.02,3,Yes,28.62
551,2020,Female,20,2019,BCSE,7,Yes,4,2,Online,Yes,Yes,1,Intermediate,98,No,No,Yes,Programming,3,Software,Single,Yes,Family,No,No,76,25000,7.57,3,No,0.0
552,2019,Male,22,2019,BCSE,8,Yes,4,2,Online,Yes,Yes,1,Intermediate,90,No,No,No,Web development,2,Software,Single,No,Family,Yes,No,84,62488,7.38,0,Yes,4.64
553,2019,Male,20,2019,BCSE,9,Yes,5,2,Offline,Yes,Yes,10,Basic,50,Yes,No,No,Programming,2,Software,Married,Yes,Bachelor,No,No,90,50000,8.43,4,Yes,21.51
554,2019,Male,22,2017,BCSE,9,No,4,2,Offline,Yes,Yes,4,Intermediate,90,No,No,Yes,Web development,6,Software,Single,Yes,Family,No,No,93,50000,7.7,3,Yes,3.67
555,2020,Male,21,2019,BCSE,8,Yes,0,1,Offline,Yes,Yes,2,Advance,95,No,No,No,Web development,1,Software,Single,No,Family,No,No,90,30000,7.77,3,No,0.0
556,2020,Female,21,2019,BCSE,8,No,4,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,No,110,250000,7.17,4,Yes,7.63
557,2020,Female,22,2018,BCSE,8,No,2,3,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,Data Science,Single,No,Bachelor,No,No,86,50000,7.11,3,Yes,15.25
558,2019,Male,23,2019,BCSE,8,Yes,5,3,Offline,Yes,Yes,4,Intermediate,98,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Bachelor,Yes,No,90,25000,7.15,3,Yes,15.28
559,2019,Male,24,2018,BCSE,8,No,4,2,Offline,Yes,Yes,3,Intermediate,88,No,No,Yes,Programming,2,Machine Learning,Single,Yes,Bachelor,No,No,85,40000,7.82,3,No,0.0
560,2020,Female,21,2018,BCSE,7,Yes,1,1,Offline,Yes,Yes,3,Intermediate,97,No,No,No,Nothing much,0,Artificial Intelligence,Married,Yes,Family,No,No,76,60000,7.16,1,Yes,21.51
561,2020,Female,22,2018,BCSE,8,Yes,3,1,Offline,Yes,Yes,5,Advance,90,No,No,No,E-commerce,2,NETWORKING,Relationship,No,Family,Yes,No,87,50000,7.73,4,Yes,27.58
562,2019,Male,22,2018,BCSE,8,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,93,30000,9.16,3,Yes,20.25
563,2016,Male,24,2014,BCSE,13,No,5,2,Offline,Yes,Yes,5,Basic,99,Yes,No,No,Software Development,2,Software,Single,Yes,Bachelor,No,No,115,50000,8.2,4,No,0.0
564,2020,Female,21,2019,BCSE,8,No,2,2,Offline,Yes,Yes,3,Advance,90,No,No,No,Programming,1,Software,Married,Yes,Family,No,No,85,100000,7.24,2,Yes,28.75
565,2020,Male,20,2019,BCSE,8,No,1,1,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Family,No,No,64,35000,8.46,2,No,0.0
566,2020,Male,22,2019,BCSE,8,Yes,3,3,Online,Yes,Yes,2,Advance,98,No,No,Yes,Web development,2,Software,Single,No,Family,No,No,84,5000,7.17,3,Yes,26.8
567,2020,Male,22,2019,BCSE,8,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,4,Software,Single,No,Bachelor,No,No,86,50000,5.87,4,Yes,18.78
568,2022,Female,20,2020,BCSE,2,No,3,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,3,Software,Single,No,Family,No,No,14,45000,6.69,4,Yes,25.51
569,2022,Male,21,2019,BCSE,1,No,6,2,Offline,Yes,Yes,2,Intermediate,88,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,No,11,30000,6.0,4,No,0.0
570,2020,Male,22,2019,BCSE,8,No,2,1,Online,Yes,Yes,16,Advance,78,Yes,No,No,Programming,2,Software,Single,No,Family,Yes,No,76,30000,7.22,1,Yes,20.35
571,2020,Male,22,2019,BCSE,7,Yes,6,3,Online,Yes,Yes,1,Advance,97,No,No,No,Web development,1,Software,Single,Yes,Family,No,No,75,40000,7.51,2,No,0.0
572,2018,Male,24,2016,BCSE,10,Yes,3,1,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Teaching,0,Teaching,Single,Yes,Bachelor,Yes,No,90,50000,8.84,4,No,0.0
573,2020,Female,21,2019,BCSE,8,Yes,1,1,Offline,Yes,Yes,3,Intermediate,85,No,No,No,Programming,1,Software,Engaged,No,Family,Yes,No,88,50000,7.76,4,Yes,5.12
574,2022,Male,22,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,11,30000,7.32,1,No,0.0
575,2020,Female,22,2018,BCSE,6,No,3,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development,2,Artificial Intelligence,Single,Yes,Bachelor,No,No,70,40000,8.16,1,No,0.0
576,2022,Male,20,2020,BCSE,2,No,1,1,Online,Yes,No,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,No,12,40000,5.73,4,Yes,23.0
577,2017,Female,26,2013,BCSE,11,Yes,1,1,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Networking,2,Hardware,Married,No,Family,No,No,117,40000,7.69,0,Yes,5.56
578,2020,Female,21,2019,BCSE,7,Yes,2,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,1,Data Science,Single,Yes,Bachelor,No,No,70,20000,8.12,4,No,0.0
579,2018,Male,23,2017,BCSE,14,No,5,2,Online,No,Yes,4,Intermediate,85,Yes,No,Yes,Web development,1,Software,Single,Yes,Family,No,No,136,20000,6.32,4,Yes,19.04
580,2022,Male,20,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,No,11,35000,8.42,1,No,0.0
581,2022,Female,20,2018,BCSE,2,No,4,2,Online,Yes,Yes,6,Basic,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,11,4000,7.77,1,No,0.0
582,2020,Male,21,2019,BCSE,7,Yes,4,3,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,3,Software,Single,Yes,Bachelor,Yes,No,86,15000,7.17,4,Yes,21.97
583,2021,Male,21,2019,BCSE,4,Yes,10,2,Offline,Yes,Yes,2,Basic,95,Yes,Yes,No,Programming,2,NETWORKING,Single,No,Family,No,No,25,40000,8.01,4,Yes,4.8
584,2022,Male,21,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,11,20000,9.32,4,Yes,9.23
585,2018,Male,24,2017,BCSE,13,No,2,1,Online,Yes,Yes,2,Advance,90,No,No,No,Web development,4,Hardware,Engaged,No,Family,No,No,130,62488,7.65,1,Yes,27.72
586,2020,Male,22,2019,BCSE,8,No,2,1,Offline,Yes,Yes,3,Intermediate,87,No,No,No,Programming,1,Cybersecurity,Single,No,Bachelor,No,No,100,100000,7.7,4,Yes,19.64
587,2020,Female,20,2019,BCSE,8,No,3,2,Online,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development,2,Machine Learning,Single,Yes,Family,No,No,95,48400,7.13,4,Yes,9.65
588,2017,Male,24,2016,BCSE,17,No,4,2,Offline,Yes,Yes,8,Intermediate,80,Yes,Yes,Yes,Web development,10,Software,Single,No,Family,Yes,No,140,30000,6.82,3,Yes,21.65
589,2020,Female,21,2019,BCSE,8,Yes,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,No,88,80000,8.16,0,No,0.0
590,2020,Female,22,2019,BCSE,8,No,1,1,Online,Yes,Yes,3,Intermediate,99,No,No,Yes,Software Development,0,Software,Single,No,Family,No,No,85,40000,6.82,2,No,0.0
591,2020,Female,21,2019,BCSE,7,Yes,3,1,Offline,Yes,Yes,4,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,No,76,25000,7.56,0,Yes,19.11
592,2022,Male,19,2020,BCSE,2,Yes,5,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,No,11,15000,7.12,3,Yes,16.54
593,2019,Male,24,2017,BCSE,11,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Single,No,Family,No,No,130,40000,7.88,2,Yes,29.36
594,2021,Female,22,2021,BCSE,3,No,4,2,Online,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,24,200000,7.77,4,Yes,21.45
595,2021,Male,21,2020,BCSE,5,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,49,30000,8.33,3,No,0.0
596,2022,Female,19,2020,BCSE,2,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,Yes,11,35000,7.09,4,No,0.0
597,2022,Male,20,2020,BCSE,2,Yes,0,0,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,1,Software,Single,No,Bachelor,No,No,12,20000,7.28,1,No,0.0
598,2021,Male,20,2020,BCSE,3,Yes,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning,Single,No,Bachelor,Yes,No,20,50000,6.72,3,No,0.0
599,2021,Female,22,2020,BCSE,3,No,6,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,No,No,18,5000,7.14,1,Yes,13.14
600,2022,Male,19,2020,BCSE,1,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,No,12,35000,7.8,3,No,0.0
601,2018,Female,23,2016,BCSE,14,No,2,1,Offline,Yes,Yes,8,Advance,70,Yes,No,Yes,Networking,1,Machine Learning,Relationship,No,Family,No,No,111,70000,8.11,3,Yes,24.6
602,2020,Male,22,2018,BCSE,8,No,5,2,Online,No,Yes,2,Intermediate,98,No,No,No,Web development,3,Software,Single,No,Family,No,No,87,30000,6.76,1,No,0.0
603,2020,Male,22,2018,BCSE,8,Yes,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,No,Web development,2,Software,Single,No,Bachelor,No,No,90,40000,8.2,2,Yes,26.88
604,2020,Female,22,2018,BCSE,8,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Software Development,0,Software,Single,No,Bachelor,Yes,No,90,62488,8.58,0,No,0.0
605,2019,Male,23,2018,BCSE,11,Yes,8,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Web development,3,Software,Single,No,Bachelor,No,No,130,24000,7.83,4,No,0.0
606,2020,Female,20,2019,BCSE,7,No,6,2,Offline,Yes,Yes,6,Intermediate,85,Yes,No,Yes,Software Development,3,Software,Single,No,Family,No,No,68,100000,9.0,3,Yes,6.38
607,2022,Male,20,2020,BCSE,2,Yes,3,2,Offline,Yes,No,6,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,23,20000,6.88,4,Yes,8.41
608,2021,Female,20,2019,BCSE,3,No,5,3,Offline,Yes,No,3,Basic,50,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,No,25,10000,6.5,1,No,0.0
609,2019,Female,22,2017,BCSE,11,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,No,122,40000,6.08,4,Yes,8.84
610,2019,Female,22,2017,BCSE,11,No,5,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,No,118,40000,8.7,1,Yes,21.66
611,2020,Male,21,2019,BCSE,8,Yes,2,1,Online,Yes,Yes,1,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Bachelor,No,No,87,120000,8.02,4,Yes,19.28
612,2022,Male,20,2020,BCSE,2,Yes,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,No,11,40000,7.46,0,Yes,19.71
613,2022,Female,22,2017,BCSE,1,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,No,12,50000,7.72,0,No,0.0
614,2020,Female,21,2019,BCSE,8,Yes,5,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,87,50000,6.6,0,Yes,28.4
615,2022,Female,20,2019,BCSE,1,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,Programming,2,NETWORKING,Single,Yes,Family,No,No,0,45000,9.46,0,Yes,23.95
616,2019,Male,21,2019,BCSE,8,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,2,NETWORKING,Single,No,Bachelor,No,No,92,30000,7.6,0,Yes,6.45
617,2020,Male,22,2018,BCSE,8,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,No,75,30000,7.59,0,Yes,12.38
618,2019,Male,21,2018,BCSE,8,Yes,2,2,Offline,No,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,No,100,18000,8.08,1,Yes,14.76
619,2018,Male,25,2016,BCSE,13,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,Software,Single,No,Family,No,No,86,50000,7.88,3,Yes,13.69
620,2021,Female,20,2020,BCSE,2,No,2,1,Offline,Yes,No,3,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,No,12,25000,7.68,4,Yes,21.07
621,2021,Female,22,2018,BCSE,2,Yes,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,Software,Married,No,Family,Yes,No,15,50000,6.87,0,Yes,27.08
622,2021,Male,20,2020,BCSE,3,Yes,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,Yes,Bachelor,Yes,No,27,25000,7.88,1,No,0.0
623,2020,Female,21,2018,BCSE,8,No,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,Yes,No,87,20000,9.01,1,Yes,11.26
624,2022,Male,19,2020,BCSE,2,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Software,Single,No,Family,No,No,12,30000,8.58,1,Yes,17.9
625,2019,Male,21,2019,BCSE,8,Yes,2,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,90,30000,8.77,3,Yes,24.31
626,2022,Female,21,2019,BCSE,1,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,No,0,40000,7.09,4,Yes,14.24
627,2022,Female,20,2020,BCSE,1,Yes,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,13,62488,6.71,3,Yes,7.54
628,2020,Female,21,2018,BCSE,8,Yes,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Software,Engaged,No,Family,Yes,No,87,90000,7.4,2,Yes,15.82
629,2022,Male,19,2020,BCSE,2,Yes,3,1,Online,Yes,Yes,2,Basic,85,No,No,No,Cyber security,1,Software,Single,No,Family,No,No,6,300000,7.54,1,No,0.0
630,2022,Male,20,2021,BCSE,2,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,i don't,1,Software,Single,No,Family,No,No,11,30000,8.38,2,Yes,4.49
631,2020,Male,22,2019,BCSE,8,No,1,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Video editing,2,Machine Learning,Single,Yes,Bachelor,No,No,85,40000,6.15,0,Yes,28.44
632,2022,Male,20,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Family,No,No,11,40000,8.72,0,No,0.0
633,2022,Male,21,2019,BCSE,2,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,No,11,20000,7.37,3,Yes,5.02
634,2022,Female,20,2020,BCSE,2,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,11,50000,7.16,4,Yes,14.84
635,2022,Male,19,2020,BCSE,2,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,No,11,40000,6.69,2,Yes,17.31
636,2020,Female,22,2019,BCSE,8,Yes,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Software Development,2,Hardware,Single,Yes,Family,No,No,84,50000,6.18,4,Yes,29.6
637,2022,Male,21,2020,BCSE,2,Yes,4,3,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Bachelor,Yes,No,14,20000,8.16,3,No,0.0
638,2019,Male,23,2016,BCSE,10,Yes,1,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Mentoring,3,Machine Learning,Single,No,Bachelor,No,No,95,13500,7.56,0,No,0.0
639,2021,Female,22,2019,BCSE,3,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,No,23,25000,6.47,4,No,0.0
640,2021,Female,20,2020,BCSE,3,Yes,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,23,80000,6.46,4,Yes,7.48
641,2019,Male,23,2017,BCSE,11,No,10,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,4,Software,Single,Yes,Bachelor,Yes,Yes,126,25000,7.23,0,Yes,6.09
642,2020,Female,22,2018,BCSE,8,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Graphics design,1,Machine Learning,Single,Yes,Family,No,No,90,70000,8.84,2,Yes,3.24
643,2020,Female,21,2018,BCSE,8,No,3,1,Offline,Yes,Yes,3,Basic,88,No,No,No,graphic design,5,NETWORKING,Single,No,Bachelor,Yes,No,70,35000,7.29,0,Yes,7.2
644,2021,Male,20,2020,BCSE,2,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software Development,1,Software,Single,No,Family,No,No,11,25000,6.3,4,Yes,8.6
645,2015,Male,26,2014,BCSE,22,No,5,4,Offline,Yes,Yes,1,Intermediate,100,Yes,Yes,Yes,Programming,1,Software,Single,No,Bachelor,No,No,103,25000,7.3,2,No,0.0
646,2020,Male,21,2019,BCSE,7,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,No,75,62488,7.28,2,Yes,20.03
647,2022,Female,21,2019,BCSE,2,Yes,1,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Bachelor,No,No,12,30000,5.34,0,Yes,8.93
648,2022,Male,21,2020,BCSE,2,Yes,3,1,Offline,Yes,Yes,5,Basic,95,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,No,12,35000,7.46,4,Yes,3.55
649,2019,Male,23,2018,BCSE,11,No,6,2,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development,5,UI/UX,Single,No,Bachelor,No,No,123,40000,7.32,3,Yes,25.32
650,2020,Female,21,2019,BCSE,8,No,13,2,Online,Yes,Yes,1,Advance,100,No,No,No,Programming,2,NETWORKING,Single,No,Family,No,No,88,5000,8.06,4,Yes,12.87
651,2021,Male,21,2020,BCSE,4,No,2,1,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,35,90000,8.98,1,No,0.0
652,2014,Female,25,2013,BCSE,15,No,4,3,Offline,Yes,Yes,1,Intermediate,90,Yes,No,Yes,Networking,2,Software,Married,No,Family,No,No,140,40000,8.4,3,Yes,12.55
653,2019,Male,21,2019,BCSE,8,No,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,Software,Single,Yes,Family,Yes,No,77,45000,7.28,2,No,0.0
654,2020,Female,22,2018,BCSE,8,Yes,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Networking,4,NETWORKING,Single,No,Bachelor,No,No,70,25000,6.61,3,Yes,11.17
655,2017,Male,24,2017,BCSE,9,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,Programming,2,Software,Single,No,Family,No,No,90,40000,9.56,2,No,0.0
656,2019,Female,22,2018,BCSE,11,No,2,1,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,1,Software,Single,No,Family,No,No,125,60000,7.55,2,No,0.0
657,2017,Male,25,2016,BCSE,16,No,6,3,Online,Yes,Yes,4,Intermediate,90,No,No,Yes,Software Development,4,Software,Single,Yes,Family,No,No,143,100000,7.51,3,Yes,29.34
658,2020,Male,22,2016,BCSE,7,No,1,1,Offline,Yes,Yes,2,Intermediate,60,No,No,Yes,Programming,1,Hardware,Single,No,Bachelor,Yes,No,58,62488,7.48,2,Yes,7.59
659,2019,Female,21,2019,BCSE,8,No,5,2,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,No,87,40000,7.66,2,No,0.0
660,2020,Male,22,2019,BCSE,7,No,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Bachelor,Yes,No,80,35000,7.38,1,Yes,27.25
661,2022,Female,20,2020,BCSE,1,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,0,30000,7.04,4,No,0.0
662,2020,Female,21,2019,BCSE,8,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Machine Learning,3,Machine Learning,Single,Yes,Family,Yes,No,87,40000,7.06,4,Yes,23.97
663,2021,Male,20,2020,BCSE,4,No,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Market Analysis,1,Software,Single,Yes,Family,No,No,24,40000,7.47,1,Yes,5.06
664,2020,Female,21,2019,BCSE,8,Yes,2,1,Offline,Yes,Yes,3,Intermediate,97,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,87,15000,7.07,3,No,0.0
665,2022,Male,20,2020,BCSE,2,Yes,2,1,Online,Yes,Yes,10,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,No,11,30000,6.93,0,No,0.0
666,2020,Male,22,2019,BCSE,7,No,0,0,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,0,Hardware,Single,Yes,Bachelor,Yes,No,75,50000,7.59,0,Yes,29.64
667,2021,Female,21,2021,BCSE,3,Yes,7,2,Offline,Yes,Yes,3,Basic,99,Yes,Yes,Yes,Programming,1,Hardware,Single,No,Bachelor,No,No,8,60000,7.3,0,No,0.0
668,2019,Female,22,2018,BCSE,11,No,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Family,Yes,No,123,60000,8.7,1,Yes,10.33
669,2020,Male,20,2019,BCSE,8,No,1,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,No,Web development,3,Web Development,Single,Yes,Bachelor,No,No,90,25000,5.38,1,Yes,5.66
670,2019,Female,23,2017,BCSE,11,No,2,1,Offline,Yes,Yes,4,Intermediate,70,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,123,50000,8.37,2,Yes,25.39
671,2021,Male,20,2019,BCSE,3,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,No,23,7000,8.5,0,Yes,22.08
672,2020,Male,23,2018,BCSE,8,Yes,2,3,Offline,Yes,Yes,2,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,No,91,20000,5.84,3,No,0.0
673,2021,Male,21,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,3,Hardware,Single,Yes,Family,No,No,12,40000,7.23,3,Yes,19.66
674,2020,Female,22,2019,BCSE,7,No,3,2,Offline,Yes,Yes,4,Intermediate,97,No,No,Yes,Programming,3,Hardware,Single,No,Family,No,No,80,45000,7.2,0,Yes,7.21
675,2020,Female,21,2019,BCSE,8,Yes,1,3,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,1,UI/UX,Single,Yes,Family,Yes,No,87,30000,6.37,0,Yes,15.92
676,2019,Male,24,2018,BCSE,11,No,3,2,Online,Yes,Yes,1,Intermediate,91,No,No,Yes,Web development,6,Hardware,Single,Yes,Family,No,No,117,19000,6.88,0,Yes,24.08
677,2020,Male,20,2019,BCSE,6,No,2,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Programming,2,NETWORKING,Single,No,Family,Yes,No,72,50000,6.61,1,Yes,11.2
678,2019,Female,21,2018,BCSE,11,No,4,3,Online,Yes,Yes,3,Advance,80,Yes,Yes,Yes,Programming,1,NETWORKING,Married,No,Family,No,No,96,100000,8.9,1,No,0.0
679,2021,Female,21,2019,BCSE,3,Yes,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,No,24,40000,8.25,1,Yes,11.42
680,2021,Female,20,2020,BCSE,3,Yes,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,No,24,50000,8.52,4,No,0.0
681,2018,Male,24,2017,BCSE,13,No,3,1,Online,Yes,Yes,2,Basic,98,Yes,No,Yes,Programming,2,UI/UX,Married,No,Bachelor,No,No,133,30000,8.08,3,No,0.0
682,2019,Female,20,2019,BCSE,10,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Web development,1,Data Science,Single,No,Family,No,No,88,45000,6.6,3,Yes,3.08
683,2021,Male,23,2020,BCSE,2,Yes,1,2,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,No,11,20000,7.08,2,No,0.0
684,2018,Male,24,2017,BCSE,14,No,3,3,Offline,Yes,Yes,5,Advance,95,Yes,No,No,Programming,2,Software,Relationship,No,Family,No,No,136,25000,7.89,1,No,0.0
685,2019,Female,22,2018,BCSE,10,Yes,2,1,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Python,1,Machine Learning,Single,Yes,Bachelor,Yes,No,112,62488,6.52,4,Yes,7.7
